income,age,party,trump_approval,education,robots,climate_change,transformers,science_is_honest,vaccines_are_safe,books,ghosts,fed_sci_budget,earth_sun,wise_unwise
74,29,Republican,Somewhat disapprove,College degree,Unlikely,Real and Caused by People,2,Strongly Agree,Somewhat Agree,0,Yes,Too Low,TRUE,Happy but Unwise
70,37,Independent,Strongly Approve,High school,Unlikely,Real but not Caused by People,0,Somewhat Disagree,Strongly Disagree,0,No,Too High,FALSE,Happy but Unwise
52,79,Independent,Somewhat disapprove,High school,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,35,No,About Right,FALSE,Happy but Unwise
104,23,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,5,No,Too Low,TRUE,Happy but Unwise
220,77,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,10,Yes,Too Low,FALSE,Wise but Unhappy
89,36,Republican,Strongly Approve,Some college,Unlikely,Real but not Caused by People,4,Strongly Agree,Strongly Agree,10,No,About Right,FALSE,Happy but Unwise
82,69,Republican,Strongly Approve,Some college,Unlikely,Not Real At All,0,Strongly Disagree,Strongly Agree,3,No,About Right,TRUE,Happy but Unwise
73,20,Democrat,Strongly disapprove,High school,Likely,Real and Caused by People,4,Strongly Agree,Strongly Agree,100,No,Too Low,FALSE,Wise but Unhappy
71,34,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,0,No,Too Low,TRUE,Happy but Unwise
89,23,Independent,Neither approve nor disapprove,Some college,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,9,No,About Right,FALSE,Happy but Unwise
142,51,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,6,No,About Right,FALSE,Wise but Unhappy
81,68,Republican,Strongly Approve,High school,Likely,Real and Caused by People,0,Somewhat Disagree,Somewhat Disagree,4,Yes,Too High,TRUE,Happy but Unwise
73,68,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,300,No,Too Low,FALSE,Wise but Unhappy
120,44,Democrat,Strongly disapprove,High school,Likely,Real and Caused by People,4,Strongly Agree,Somewhat Agree,12,Yes,About Right,TRUE,Happy but Unwise
90,19,Democrat,Strongly disapprove,College degree,Likely,Real and Caused by People,0,Strongly Disagree,Strongly Agree,9,No,Too High,FALSE,Happy but Unwise
80,20,Republican,Somewhat Approve,Some college,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,12,No,Too Low,FALSE,Wise but Unhappy
106,31,Republican,Strongly Approve,Some college,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,0,Yes,About Right,TRUE,Happy but Unwise
80,67,Republican,Strongly Approve,Graduate degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,150,No,About Right,FALSE,Wise but Unhappy
127,85,Republican,Somewhat Approve,Some college,Unlikely,Real but not Caused by People,0,Somewhat Agree,Somewhat Agree,0,Yes,About Right,TRUE,Happy but Unwise
24,28,Independent,Somewhat Approve,College degree,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,0,Yes,About Right,TRUE,Happy but Unwise
8,50,Republican,Strongly Approve,High school,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,6,Yes,About Right,TRUE,Happy but Unwise
60,39,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,25,No,Too Low,TRUE,Wise but Unhappy
167,34,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,36,No,Too Low,TRUE,Happy but Unwise
43,50,Independent,Somewhat disapprove,High school,Likely,Real and Caused by People,5,Somewhat Disagree,Strongly Disagree,2,No,Too Low,TRUE,Happy but Unwise
121,49,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,12,Yes,Too Low,FALSE,Happy but Unwise
74,42,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,3,No,Too Low,TRUE,Wise but Unhappy
101,42,Democrat,Strongly disapprove,Graduate degree,Likely,Real and Caused by People,0,Strongly Agree,Strongly Agree,2,Yes,About Right,FALSE,Wise but Unhappy
360,65,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,12,No,Too Low,TRUE,Wise but Unhappy
30,49,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Disagree,50,Yes,Too Low,FALSE,Wise but Unhappy
80,50,Republican,Somewhat Approve,College degree,Unlikely,Real and Caused by People,5,Somewhat Agree,Strongly Agree,4,No,About Right,FALSE,Happy but Unwise
72,70,Independent,Somewhat Approve,Graduate degree,Unlikely,Not Real At All,0,Strongly Agree,Strongly Disagree,25,Yes,About Right,TRUE,Wise but Unhappy
81,27,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,27,Yes,Too Low,FALSE,Happy but Unwise
54,54,Republican,Strongly Approve,Some college,Likely,Real but not Caused by People,0,Somewhat Disagree,Strongly Agree,20,No,About Right,TRUE,Happy but Unwise
23,73,Independent,Somewhat disapprove,High school,Unlikely,Not Real At All,0,Strongly Disagree,Strongly Agree,3,No,Too High,TRUE,Wise but Unhappy
44,44,Republican,Strongly Approve,Some college,Unlikely,Real and Caused by People,4,Somewhat Disagree,Somewhat Agree,6,Yes,Too Low,TRUE,Wise but Unhappy
159,45,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,18,No,Too Low,FALSE,Wise but Unhappy
163,45,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,12,No,Too Low,TRUE,Happy but Unwise
44,80,Democrat,Strongly disapprove,High school,Likely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,20,Yes,Too Low,TRUE,Wise but Unhappy
47,45,Democrat,Strongly disapprove,Other,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,20,Yes,Too Low,TRUE,Wise but Unhappy
124,80,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,20,No,About Right,TRUE,Wise but Unhappy
97,32,Independent,Strongly disapprove,High school,Likely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,3,No,About Right,TRUE,Happy but Unwise
220,45,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,6,Yes,Too Low,TRUE,Wise but Unhappy
48,24,Independent,Strongly disapprove,Some college,Unlikely,Real but not Caused by People,0,Somewhat Disagree,Somewhat Agree,30,Yes,Too Low,FALSE,Wise but Unhappy
118,54,Republican,Strongly Approve,Graduate degree,Unlikely,Real but not Caused by People,5,Strongly Disagree,Strongly Agree,3,Yes,Too Low,FALSE,Happy but Unwise
94,43,Independent,Strongly disapprove,High school,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,0,No,Too Low,TRUE,Wise but Unhappy
79,43,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Strongly Agree,Somewhat Agree,7,No,About Right,FALSE,Wise but Unhappy
73,31,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,5,Strongly Agree,Somewhat Disagree,4,No,Too High,FALSE,Wise but Unhappy
73,31,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,4,Somewhat Agree,Strongly Agree,20,No,Too Low,FALSE,Happy but Unwise
80,71,Republican,Strongly Approve,College degree,Unlikely,Real but not Caused by People,1,Somewhat Agree,Strongly Agree,10,No,About Right,TRUE,Happy but Unwise
104,40,Independent,Strongly disapprove,Graduate degree,Unlikely,Real but not Caused by People,4,Somewhat Agree,Strongly Agree,6,No,Too Low,TRUE,Wise but Unhappy
106,28,Republican,Neither approve nor disapprove,College degree,Unlikely,Real but not Caused by People,2,Somewhat Agree,Somewhat Agree,1,No,Too Low,FALSE,Happy but Unwise
52,47,Independent,Somewhat disapprove,High school,Unlikely,Real and Caused by People,1,Neither Agree nor Disagree,Somewhat Disagree,3,No,Too High,TRUE,Happy but Unwise
113,22,Democrat,Somewhat Approve,Graduate degree,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,20,No,Too Low,FALSE,Happy but Unwise
34,71,Democrat,Somewhat disapprove,High school,Likely,Real and Caused by People,2,Somewhat Disagree,Strongly Agree,9,No,Too High,TRUE,Happy but Unwise
122,77,Republican,Neither approve nor disapprove,Some college,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,30,No,Too Low,FALSE,Wise but Unhappy
16,68,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,2,No,About Right,TRUE,Happy but Unwise
37,46,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Somewhat Agree,Somewhat Agree,0,No,About Right,TRUE,Happy but Unwise
121,25,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,8,Yes,Too Low,FALSE,Happy but Unwise
93,46,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,3,Somewhat Agree,Strongly Agree,4,Yes,Too Low,TRUE,Happy but Unwise
152,50,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Somewhat Agree,10,No,About Right,TRUE,Happy but Unwise
31,25,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Disagree,Strongly Disagree,10,Yes,Too Low,TRUE,Wise but Unhappy
56,29,Democrat,Strongly disapprove,High school,Unlikely,Real and Caused by People,2,Strongly Agree,Somewhat Disagree,25,Yes,Too High,TRUE,Wise but Unhappy
106,20,Republican,Strongly Approve,Some college,Unlikely,Real but not Caused by People,4,Strongly Disagree,Strongly Agree,20,No,Too High,TRUE,Wise but Unhappy
182,40,Independent,Neither approve nor disapprove,Some college,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,3,Yes,Too Low,FALSE,Wise but Unhappy
144,32,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,20,No,Too Low,TRUE,Happy but Unwise
52,54,Republican,Somewhat Approve,Some college,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,10,Yes,Too Low,TRUE,Wise but Unhappy
152,35,Republican,Strongly disapprove,High school,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,2,No,About Right,TRUE,Happy but Unwise
79,19,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,4,No,Too Low,FALSE,Happy but Unwise
56,67,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,20,Yes,Too Low,FALSE,Happy but Unwise
144,35,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,10,No,Too Low,FALSE,Wise but Unhappy
129,42,Republican,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,3,Yes,Too Low,TRUE,Happy but Unwise
92,91,Democrat,Strongly disapprove,High school,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,1,No,About Right,TRUE,Wise but Unhappy
80,21,Republican,Strongly Approve,Some college,Unlikely,Not Real At All,5,Somewhat Agree,Strongly Agree,4,Yes,Too Low,TRUE,Happy but Unwise
47,67,Republican,Strongly Approve,High school,Unlikely,Real and Caused by People,2,Strongly Disagree,Strongly Agree,15,Yes,Too Low,FALSE,Happy but Unwise
98,32,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,5,Strongly Agree,Strongly Agree,5,No,Too Low,TRUE,Happy but Unwise
161,30,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,10,No,Too Low,FALSE,Happy but Unwise
74,71,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,40,No,Too Low,TRUE,Wise but Unhappy
67,73,Independent,Somewhat Approve,Graduate degree,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,3,No,Too Low,TRUE,Happy but Unwise
110,38,Republican,Somewhat Approve,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,20,No,About Right,FALSE,Happy but Unwise
45,30,Democrat,Somewhat disapprove,Some college,Unlikely,Not Real At All,3,Somewhat Agree,Strongly Agree,15,No,About Right,TRUE,Happy but Unwise
73,20,Independent,Somewhat Approve,Some college,Unlikely,Real but not Caused by People,5,Neither Agree nor Disagree,Neither Agree nor Disagree,5,No,About Right,FALSE,Happy but Unwise
121,45,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,10,No,Too Low,FALSE,Wise but Unhappy
30,75,Republican,Strongly Approve,High school,Likely,Real and Caused by People,0,Somewhat Disagree,Strongly Agree,100,Yes,Too High,TRUE,Happy but Unwise
124,48,Democrat,Strongly disapprove,Other,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,15,No,Too Low,FALSE,Wise but Unhappy
71,21,Independent,Somewhat Approve,Some college,Unlikely,Real and Caused by People,4,Somewhat Agree,Strongly Agree,0,No,Too Low,FALSE,Happy but Unwise
102,46,Independent,Somewhat disapprove,High school,Unlikely,Real and Caused by People,4,Strongly Agree,Somewhat Disagree,12,Yes,Too Low,TRUE,Happy but Unwise
72,92,Independent,Somewhat disapprove,High school,Likely,Real and Caused by People,3,Strongly Agree,Strongly Agree,0,Yes,Too Low,TRUE,Happy but Unwise
80,71,Republican,Somewhat Approve,College degree,Unlikely,Real and Caused by People,0,Strongly Disagree,Somewhat Agree,2,Yes,Too High,FALSE,Wise but Unhappy
31,36,Democrat,Somewhat Approve,High school,Unlikely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,200,Yes,Too Low,TRUE,Wise but Unhappy
56,30,Democrat,Strongly disapprove,High school,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,15,Yes,Too Low,TRUE,Wise but Unhappy
91,36,Republican,Strongly Approve,College degree,Unlikely,Real but not Caused by People,2,Somewhat Disagree,Strongly Agree,6,No,About Right,FALSE,Happy but Unwise
109,48,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Disagree,90,No,Too High,FALSE,Wise but Unhappy
39,43,Independent,Strongly Approve,High school,Likely,Real and Caused by People,5,Somewhat Disagree,Somewhat Agree,0,Yes,Too Low,TRUE,Happy but Unwise
62,27,Republican,Strongly Approve,High school,Unlikely,Real and Caused by People,4,Strongly Disagree,Somewhat Disagree,4,Yes,Too High,TRUE,Happy but Unwise
135,36,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,40,Yes,Too Low,FALSE,Wise but Unhappy
390,48,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,5,Yes,Too Low,FALSE,Wise but Unhappy
170,46,Democrat,Somewhat disapprove,Graduate degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,6,No,Too Low,FALSE,Happy but Unwise
92,99,Republican,Somewhat Approve,College degree,Unlikely,Real and Caused by People,3,Somewhat Agree,Strongly Agree,15,No,About Right,TRUE,Happy but Unwise
223,84,Independent,Strongly Approve,Graduate degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,10,No,About Right,TRUE,Wise but Unhappy
102,37,Independent,Neither approve nor disapprove,High school,Likely,Real and Caused by People,3,Somewhat Disagree,Strongly Disagree,0,Yes,Too Low,TRUE,Happy but Unwise
68,44,Republican,Strongly Approve,Some college,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,10,No,Too Low,TRUE,Happy but Unwise
160,65,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Somewhat Agree,0,No,About Right,FALSE,Wise but Unhappy
70,38,Independent,Strongly disapprove,High school,Unlikely,Real and Caused by People,0,Somewhat Disagree,Strongly Agree,30,No,Too Low,FALSE,Happy but Unwise
56,68,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,15,No,Too Low,FALSE,Wise but Unhappy
38,51,Republican,Strongly Approve,College degree,Unlikely,Not Real At All,0,Strongly Disagree,Somewhat Agree,8,No,Too Low,TRUE,Happy but Unwise
64,54,Democrat,Strongly Approve,Some college,Unlikely,Not Real At All,0,Strongly Disagree,Strongly Agree,0,No,Too High,FALSE,Happy but Unwise
124,37,Republican,Strongly Approve,Graduate degree,Unlikely,Real but not Caused by People,1,Strongly Disagree,Strongly Agree,16,Yes,About Right,FALSE,Wise but Unhappy
7,66,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,50,Yes,Too Low,FALSE,Happy but Unwise
43,65,Independent,Strongly Approve,Some college,Likely,Real and Caused by People,0,Somewhat Disagree,Somewhat Agree,100,No,About Right,FALSE,Happy but Unwise
12,72,Republican,Strongly Approve,Some college,Unlikely,Real and Caused by People,0,Somewhat Disagree,Strongly Agree,52,Yes,Too Low,TRUE,Happy but Unwise
34,65,Democrat,Somewhat disapprove,Some college,Unlikely,Real and Caused by People,0,Somewhat Disagree,Strongly Agree,10,Yes,Too High,TRUE,Happy but Unwise
87,22,Democrat,Strongly disapprove,Some college,Likely,Real and Caused by People,5,Neither Agree nor Disagree,Neither Agree nor Disagree,0,Yes,Too Low,TRUE,Happy but Unwise
58,51,Republican,Strongly Approve,High school,Likely,Not Real At All,0,Somewhat Agree,Somewhat Agree,0,No,Too High,TRUE,Happy but Unwise
260,43,Independent,Somewhat disapprove,Some college,Unlikely,Real and Caused by People,1,Strongly Disagree,Strongly Agree,18,Yes,Too Low,TRUE,Happy but Unwise
139,32,Democrat,Somewhat Approve,College degree,Unlikely,Real and Caused by People,2,Somewhat Agree,Somewhat Agree,2,No,About Right,TRUE,Happy but Unwise
211,65,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,12,Yes,Too Low,TRUE,Wise but Unhappy
73,71,Independent,Neither approve nor disapprove,Some college,Unlikely,Real but not Caused by People,0,Strongly Agree,Strongly Agree,1,No,About Right,FALSE,Happy but Unwise
72,65,Independent,Strongly Approve,High school,Unlikely,Real but not Caused by People,2,Strongly Agree,Strongly Agree,6,No,About Right,FALSE,Wise but Unhappy
9,40,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real but not Caused by People,1,Strongly Disagree,Strongly Disagree,20,No,Too High,TRUE,Happy but Unwise
56,79,Democrat,Strongly disapprove,Some college,Likely,Real and Caused by People,1,Somewhat Agree,Somewhat Agree,20,No,Too Low,TRUE,Wise but Unhappy
30,68,Republican,Strongly Approve,High school,Likely,Real but not Caused by People,0,Somewhat Disagree,Strongly Agree,3,No,About Right,TRUE,Happy but Unwise
101,51,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,2,Strongly Agree,Somewhat Agree,12,Yes,Too Low,FALSE,Wise but Unhappy
32,39,Republican,Strongly Approve,College degree,Unlikely,Not Real At All,0,Strongly Disagree,Strongly Disagree,12,Yes,Too High,FALSE,Happy but Unwise
168,51,Independent,Neither approve nor disapprove,College degree,Unlikely,Real but not Caused by People,0,Strongly Agree,Somewhat Agree,24,No,About Right,FALSE,Happy but Unwise
75,83,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Neither Agree nor Disagree,Strongly Agree,0,No,Too Low,TRUE,Wise but Unhappy
27,52,Republican,Strongly Approve,College degree,Unlikely,Not Real At All,0,Somewhat Disagree,Strongly Agree,1,No,Too Low,TRUE,Happy but Unwise
32,53,Independent,Somewhat Approve,Some college,Unlikely,Real but not Caused by People,0,Somewhat Agree,Somewhat Agree,2,No,About Right,TRUE,Happy but Unwise
93,66,Democrat,Strongly disapprove,Graduate degree,Likely,Real and Caused by People,3,Strongly Agree,Strongly Agree,20,No,Too Low,TRUE,Wise but Unhappy
29,37,Independent,Strongly disapprove,College degree,Unlikely,Not Real At All,2,Somewhat Disagree,Strongly Agree,2,Yes,Too Low,FALSE,Happy but Unwise
131,53,Democrat,Strongly disapprove,High school,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,0,No,Too Low,TRUE,Happy but Unwise
168,65,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,5,Yes,Too Low,TRUE,Happy but Unwise
62,18,Democrat,Strongly disapprove,High school,Unlikely,Real and Caused by People,5,Strongly Agree,Somewhat Agree,50,No,Too Low,TRUE,Wise but Unhappy
10,43,Independent,Somewhat disapprove,College degree,Unlikely,Not Real At All,0,Somewhat Disagree,Somewhat Disagree,50,No,Too High,TRUE,Happy but Unwise
24,65,Independent,Neither approve nor disapprove,Some college,Unlikely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,20,No,About Right,FALSE,Happy but Unwise
15,86,Independent,Strongly Approve,High school,Likely,Real but not Caused by People,0,Somewhat Disagree,Somewhat Agree,20,No,About Right,TRUE,Happy but Unwise
107,76,Democrat,Strongly Approve,Graduate degree,Likely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,25,No,Too Low,FALSE,Happy but Unwise
204,35,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,45,No,Too Low,TRUE,Wise but Unhappy
75,40,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Somewhat Agree,20,Yes,Too Low,FALSE,Wise but Unhappy
12,48,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,4,Somewhat Agree,Somewhat Agree,15,No,About Right,TRUE,Wise but Unhappy
144,36,Independent,Strongly disapprove,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,7,No,Too Low,TRUE,Wise but Unhappy
79,48,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,4,Somewhat Agree,Somewhat Disagree,3,No,Too Low,FALSE,Wise but Unhappy
28,68,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,50,No,Too Low,FALSE,Wise but Unhappy
129,51,Republican,Strongly Approve,Some college,Unlikely,Real but not Caused by People,1,Strongly Disagree,Somewhat Agree,3,Yes,Too High,TRUE,Happy but Unwise
25,53,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,4,Strongly Agree,Somewhat Disagree,10,No,About Right,TRUE,Wise but Unhappy
5,43,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,1,Strongly Agree,Somewhat Agree,2,No,Too Low,TRUE,Wise but Unhappy
10,76,Independent,Strongly Approve,High school,Likely,Real and Caused by People,0,Somewhat Disagree,Strongly Agree,0,Yes,About Right,TRUE,Happy but Unwise
107,44,Independent,Strongly disapprove,College degree,Likely,Real and Caused by People,0,Strongly Agree,Strongly Agree,20,No,Too Low,FALSE,Happy but Unwise
46,75,Republican,Somewhat Approve,Some college,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,4,No,About Right,TRUE,Happy but Unwise
61,35,Democrat,Strongly disapprove,Some college,Likely,Real and Caused by People,0,Strongly Agree,Strongly Disagree,20,No,Too Low,TRUE,Wise but Unhappy
44,43,Independent,Strongly Approve,Some college,Likely,Real but not Caused by People,4,Somewhat Disagree,Somewhat Agree,3,No,About Right,TRUE,Wise but Unhappy
155,30,Independent,Somewhat Approve,Some college,Unlikely,Real but not Caused by People,3,Somewhat Disagree,Strongly Agree,7,No,Too Low,FALSE,Wise but Unhappy
58,21,Democrat,Somewhat Approve,High school,Likely,Not Real At All,0,Somewhat Agree,Somewhat Agree,0,No,About Right,TRUE,Happy but Unwise
132,34,Independent,Strongly Approve,College degree,Unlikely,Real but not Caused by People,0,Somewhat Disagree,Strongly Agree,5,No,About Right,FALSE,Happy but Unwise
126,43,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,3,No,Too Low,FALSE,Wise but Unhappy
37,45,Democrat,Strongly disapprove,High school,Unlikely,Real but not Caused by People,0,Somewhat Agree,Strongly Agree,0,No,Too High,TRUE,Wise but Unhappy
60,20,Democrat,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Somewhat Disagree,Strongly Agree,3,No,About Right,FALSE,Wise but Unhappy
81,47,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,1,Strongly Agree,Somewhat Disagree,6,Yes,Too Low,FALSE,Happy but Unwise
77,28,Republican,Strongly disapprove,Some college,Unlikely,Real and Caused by People,0,Somewhat Agree,Somewhat Disagree,5,No,About Right,FALSE,Wise but Unhappy
109,22,Democrat,Strongly disapprove,College degree,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,40,No,Too Low,TRUE,Wise but Unhappy
71,42,Independent,Strongly disapprove,Some college,Unlikely,Real and Caused by People,1,Strongly Agree,Somewhat Agree,10,No,About Right,FALSE,Wise but Unhappy
122,37,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Somewhat Agree,Strongly Agree,5,No,Too Low,TRUE,Wise but Unhappy
39,50,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,2,Strongly Agree,Strongly Agree,20,No,Too Low,FALSE,Wise but Unhappy
61,33,Democrat,Strongly disapprove,College degree,Likely,Real and Caused by People,3,Somewhat Disagree,Strongly Disagree,15,Yes,About Right,FALSE,Wise but Unhappy
140,47,Democrat,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,0,Strongly Agree,Strongly Agree,80,No,Too Low,FALSE,Wise but Unhappy
105,46,Democrat,Strongly disapprove,Some college,Likely,Real and Caused by People,2,Strongly Agree,Strongly Agree,0,Yes,Too Low,TRUE,Happy but Unwise
37,27,Republican,Strongly Approve,College degree,Likely,Real and Caused by People,4,Somewhat Agree,Somewhat Agree,150,Yes,Too Low,TRUE,Happy but Unwise
113,21,Democrat,Strongly disapprove,Some college,Likely,Real and Caused by People,0,Strongly Disagree,Strongly Agree,0,Yes,Too Low,TRUE,Wise but Unhappy
75,75,Republican,Strongly Approve,College degree,Unlikely,Real and Caused by People,0,Strongly Agree,Neither Agree nor Disagree,7,Yes,Too Low,TRUE,Wise but Unhappy
152,24,Independent,Somewhat disapprove,College degree,Unlikely,Real and Caused by People,3,Strongly Agree,Strongly Agree,15,Yes,Too Low,TRUE,Happy but Unwise
74,24,Republican,Somewhat Approve,Some college,Unlikely,Real and Caused by People,1,Somewhat Disagree,Strongly Agree,10,No,Too Low,TRUE,Wise but Unhappy
42,30,Independent,Somewhat disapprove,Some college,Likely,Real and Caused by People,2,Somewhat Agree,Strongly Agree,10,No,Too Low,TRUE,Happy but Unwise
63,23,Independent,Somewhat Approve,High school,Likely,Real and Caused by People,1,Somewhat Agree,Strongly Agree,200,No,About Right,TRUE,Wise but Unhappy
32,51,Democrat,Somewhat disapprove,High school,Unlikely,Real and Caused by People,5,Somewhat Agree,Strongly Agree,1,Yes,Too Low,TRUE,Wise but Unhappy
58,53,Independent,Strongly Approve,High school,Unlikely,Real but not Caused by People,0,Strongly Disagree,Strongly Agree,0,Yes,Too High,TRUE,Happy but Unwise
135,51,Independent,Strongly disapprove,Graduate degree,Unlikely,Real and Caused by People,1,Strongly Agree,Strongly Agree,3,Yes,Too Low,FALSE,Wise but Unhappy
